The Lord of the Rings (The Lord of the Rings, #1-3),253,9
Alice in Wonderland,285,7
Dune (Dune Chronicles, #1),171,10
The Final Empire (Mistborn, #1),42,9
The Lightning Thief (Percy Jackson and the Olympians, #1),12,10
1990,135,10
A Clash of Kings  (A Song of Ice and Fire, #2),1000,1
The Golden Compass (His Dark Materials, #1),174,9
The Handmaid's Tale,298,0
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),1000,1
The Little Prince,120,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),32,4
Archibald Finch and the Lost Witches (Book 1, illustrated),123,9
The Giver (The Giver, #1),1000,1
The Way of Kings (The Stormlight Archive, #1),1001,0
The Wonderful Wizard of Oz (Oz, #1),71,8
Ready Player One,120,9
Fahrenheit 457,401,10
Neverwhere (London Below, #1),111,10
Alice's Adventures in Wonderland & Through the Looking-Glass,127,9
A Wrinkle in Time (Time Quintet, #1),191,10
The Name of the Wind (The Kingkiller Chronicle, #1),24,10
Divergent (Divergent, #1),230,9
Harry Potter and the Order of the Phoenix (Harry Potter, #5),71,10
City of Bones (The Mortal Instruments, #1),39,7
Ender's Game (Ender's Saga, #1),10,10
Six of Crows (Six of Crows, #1),253,6
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),368,9
Shadow and Bone (The Shadow and Bone Trilogy, #1),300,8
Gulliver's Travels,176,7
American Gods (American Gods #1),280,9
The Gunslinger (The Dark Tower, #1),234,10
The Colour of Magic (Discworld, #1),183,10
A Darker Shade of Magic (Shades of Magic, #1),426,9
The Night Circus,147,7
Cinder (The Lunar Chronicles, #1),112,8
Lord of the Flies,316,8
Watership Down (Watership Down, #1),338,9
Brave New World,201,8
A Game of Villains (World of Karik, #1),225,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),285,7
Graceling (Graceling Realm, #1),213,9
Howl's Moving Castle (Howl's Moving Castle, #1),49,9
Inkheart (Inkworld, #1),330,9
The Phantom Tollbooth,1000,0
The Neverending Story,175,10
The BFG,126,10
Twilight (Twilight, #1),127,10
The Left Hand of Darkness (Hainish Cycle #4),231,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),331,8
A Wizard of Earthsea (Earthsea Cycle, #1),328,0
Eragon (The Inheritance Cycle, #1),177,10
The Lies of Locke Lamora (Gentleman Bastard, #1),193,10
Stardust,138,5
Sabriel,97,8
Do Androids Dream of Electric Sheep? (Blade Runner, #1),126,9
Harry Potter and the Chamber of Secrets (Harry Potter, #2),174,9
Redwall (Redwall, #1),214,8
Jonathan Strange & Mr Norrell,118,10
Dragonflight (Dragonriders of Pern, #1),160,10
The Maze Runner (The Maze Runner, #1),330,8
City of Ashes (The Mortal Instruments, #2),234,10
Magician: Apprentice (The Riftwar Saga, #1),129,10
Dark Lover (Black Dagger Brotherhood, #1),401,9
Alanna: The First Adventure (Song of the Lioness, #1),111,10
A Canticle for Leibowitz (St. Leibowitz, #1),231,10
Old Man's War (Old Man's War, #1),30,10
The Princess Bride,1000,1
Neuromancer (Sprawl, #1),193,10
Nine Princes in Amber (The Chronicles of Amber #1),138,7
Magic Bites (Kate Daniels, #1),39,10
Kushiel's Dart (Phèdre's Trilogy, #1),1001,0
The High King (The Chronicles of Prydain #5),174,10
Pyramids (Discworld, #7),160,8
Ship of Magic (Liveship Traders, #1),125,10
City of Lost Souls (The Mortal Instruments, #5),275,8
Lover Awakened (Black Dagger Brotherhood, #3),1000,1
The Host (The Host, #1),49,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),49,10
Rendezvous with Rama (Rama, #1),217,10
Leviathan Wakes (The Expanse, #1),71,10
Throne of Glass (Throne of Glass, #1),126,9
Angelfall (Penryn & the End of Days, #1),357,9
The Fifth Season (The Broken Earth, #1),206,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,138,9
The Dispossessed (Hainish Cycle #6),335,10
adventures of wallanders,324,10
The Once and Future King (The Once and Future King, #1-4),185,10
The Foundation Trilogy (Foundation, #1-3),126,10
The Octunnumi Fosbit Files Prologue,231,10
Snow Crash,328,3
Written in Red (The Others, #1),111,10
The Ship Who Sang (Brainship, #1),24,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),142,9
A Face Like Glass,303,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,177,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),71,7
The Hobbit or There and Back Again,49,9
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),161,10
The Hunger Games (The Hunger Games, #1),330,10
The Lord of the Rings (The Lord of the Rings, #1-3),137,9
Alice in Wonderland,138,7
Dune (Dune Chronicles, #1),246,7
The Final Empire (Mistborn, #1),335,10
The Lightning Thief (Percy Jackson and the Olympians, #1),3,9
1991,71,10
A Clash of Kings  (A Song of Ice and Fire, #2),282,10
The Golden Compass (His Dark Materials, #1),174,7
The Handmaid's Tale,49,6
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),215,8
The Little Prince,177,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),10,10
Archibald Finch and the Lost Witches (Book 1, illustrated),379,9
The Giver (The Giver, #1),174,5
The Way of Kings (The Stormlight Archive, #1),284,8
The Wonderful Wizard of Oz (Oz, #1),330,7
Ready Player One,111,7
Fahrenheit 458,252,10
Neverwhere (London Below, #1),32,10
Alice's Adventures in Wonderland & Through the Looking-Glass,344,9
A Wrinkle in Time (Time Quintet, #1),161,10
The Name of the Wind (The Kingkiller Chronicle, #1),204,10
Divergent (Divergent, #1),49,9
Harry Potter and the Order of the Phoenix (Harry Potter, #5),174,8
City of Bones (The Mortal Instruments, #1),127,10
Ender's Game (Ender's Saga, #1),12,10
Six of Crows (Six of Crows, #1),137,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),97,9
Shadow and Bone (The Shadow and Bone Trilogy, #1),305,10
Gulliver's Travels,165,8
American Gods (American Gods #1),234,10
The Gunslinger (The Dark Tower, #1),346,10
The Colour of Magic (Discworld, #1),71,10
A Darker Shade of Magic (Shades of Magic, #1),30,8
The Night Circus,337,8
Cinder (The Lunar Chronicles, #1),262,7
Lord of the Flies,1002,0
Watership Down (Watership Down, #1),118,7
Brave New World,201,9
A Game of Villains (World of Karik, #1),323,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),177,7
Graceling (Graceling Realm, #1),174,9
Howl's Moving Castle (Howl's Moving Castle, #1),123,10
Inkheart (Inkworld, #1),71,10
The Phantom Tollbooth,188,10
The Neverending Story,210,10
The BFG,234,10
Twilight (Twilight, #1),276,10
The Left Hand of Darkness (Hainish Cycle #4),161,8
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),338,10
A Wizard of Earthsea (Earthsea Cycle, #1),111,9
Eragon (The Inheritance Cycle, #1),289,10
The Lies of Locke Lamora (Gentleman Bastard, #1),120,10
Stardust,49,10
Sabriel,236,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),171,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),234,10
Redwall (Redwall, #1),125,10
Jonathan Strange & Mr Norrell,299,10
Dragonflight (Dragonriders of Pern, #1),49,6
The Maze Runner (The Maze Runner, #1),174,6
City of Ashes (The Mortal Instruments, #2),256,10
Magician: Apprentice (The Riftwar Saga, #1),174,10
Dark Lover (Black Dagger Brotherhood, #1),330,10
Alanna: The First Adventure (Song of the Lioness, #1),335,6
A Canticle for Leibowitz (St. Leibowitz, #1),236,10
Old Man's War (Old Man's War, #1),71,10
The Princess Bride,141,10
Neuromancer (Sprawl, #1),225,10
Nine Princes in Amber (The Chronicles of Amber #1),184,10
Magic Bites (Kate Daniels, #1),1000,1
Kushiel's Dart (Phèdre's Trilogy, #1),234,8
The High King (The Chronicles of Prydain #5),230,5
Pyramids (Discworld, #7),148,10
Ship of Magic (Liveship Traders, #1),177,9
City of Lost Souls (The Mortal Instruments, #5),141,9
Lover Awakened (Black Dagger Brotherhood, #3),39,9
The Host (The Host, #1),38,9
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),48,10
Rendezvous with Rama (Rama, #1),236,9
Leviathan Wakes (The Expanse, #1),208,10
Throne of Glass (Throne of Glass, #1),163,10
Angelfall (Penryn & the End of Days, #1),185,9
The Fifth Season (The Broken Earth, #1),44,7
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,320,9
The Dispossessed (Hainish Cycle #6),44,8
adventures of wallanders,123,8
The Once and Future King (The Once and Future King, #1-4),46,8
The Foundation Trilogy (Foundation, #1-3),134,8
The Octunnumi Fosbit Files Prologue,49,10
Snow Crash,275,5
Written in Red (The Others, #1),305,10
The Ship Who Sang (Brainship, #1),174,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),255,9
A Face Like Glass,71,9
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,10,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),284,7
The Hobbit or There and Back Again,49,10
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),268,9
The Hunger Games (The Hunger Games, #1),112,9
The Lord of the Rings (The Lord of the Rings, #1-3),225,10
Alice in Wonderland,276,10
Dune (Dune Chronicles, #1),118,10
The Final Empire (Mistborn, #1),174,9
The Lightning Thief (Percy Jackson and the Olympians, #1),277,7
1992,346,8
A Clash of Kings  (A Song of Ice and Fire, #2),288,8
The Golden Compass (His Dark Materials, #1),183,9
The Handmaid's Tale,330,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),126,8
The Little Prince,213,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),127,10
Archibald Finch and the Lost Witches (Book 1, illustrated),174,10
The Giver (The Giver, #1),174,10
The Way of Kings (The Stormlight Archive, #1),333,7
The Wonderful Wizard of Oz (Oz, #1),125,8
Ready Player One,366,8
Fahrenheit 459,1001,1
Neverwhere (London Below, #1),135,9
Alice's Adventures in Wonderland & Through the Looking-Glass,301,10
A Wrinkle in Time (Time Quintet, #1),185,10
The Name of the Wind (The Kingkiller Chronicle, #1),161,10
Divergent (Divergent, #1),177,10
Harry Potter and the Order of the Phoenix (Harry Potter, #5),1001,0
City of Bones (The Mortal Instruments, #1),126,9
Ender's Game (Ender's Saga, #1),141,10
Six of Crows (Six of Crows, #1),127,9
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),328,7
Shadow and Bone (The Shadow and Bone Trilogy, #1),176,10
Gulliver's Travels,336,10
American Gods (American Gods #1),231,10
The Gunslinger (The Dark Tower, #1),48,10
The Colour of Magic (Discworld, #1),336,9
A Darker Shade of Magic (Shades of Magic, #1),167,10
The Night Circus,1001,0
Cinder (The Lunar Chronicles, #1),158,0
Lord of the Flies,3,5
Watership Down (Watership Down, #1),129,10
Brave New World,141,10
A Game of Villains (World of Karik, #1),163,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),127,10
Graceling (Graceling Realm, #1),129,7
Howl's Moving Castle (Howl's Moving Castle, #1),160,10
Inkheart (Inkworld, #1),235,9
The Phantom Tollbooth,44,7
The Neverending Story,49,7
The BFG,135,8
Twilight (Twilight, #1),164,7
The Left Hand of Darkness (Hainish Cycle #4),10,8
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),134,10
A Wizard of Earthsea (Earthsea Cycle, #1),255,9
Eragon (The Inheritance Cycle, #1),12,10
The Lies of Locke Lamora (Gentleman Bastard, #1),174,10
Stardust,289,10
Sabriel,426,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),429,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),193,10
Redwall (Redwall, #1),118,10
Jonathan Strange & Mr Norrell,127,10
Dragonflight (Dragonriders of Pern, #1),10,9
The Maze Runner (The Maze Runner, #1),176,10
City of Ashes (The Mortal Instruments, #2),177,10
Magician: Apprentice (The Riftwar Saga, #1),174,10
Dark Lover (Black Dagger Brotherhood, #1),306,9
Alanna: The First Adventure (Song of the Lioness, #1),161,10
A Canticle for Leibowitz (St. Leibowitz, #1),276,9
Old Man's War (Old Man's War, #1),395,6
The Princess Bride,1001,1
Neuromancer (Sprawl, #1),138,9
Nine Princes in Amber (The Chronicles of Amber #1),127,9
Magic Bites (Kate Daniels, #1),244,8
Kushiel's Dart (Phèdre's Trilogy, #1),10,8
The High King (The Chronicles of Prydain #5),97,9
Pyramids (Discworld, #7),213,10
Ship of Magic (Liveship Traders, #1),39,10
City of Lost Souls (The Mortal Instruments, #5),142,10
Lover Awakened (Black Dagger Brotherhood, #3),354,7
The Host (The Host, #1),147,8
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),206,8
Rendezvous with Rama (Rama, #1),174,10
Leviathan Wakes (The Expanse, #1),321,8
Throne of Glass (Throne of Glass, #1),193,9
Angelfall (Penryn & the End of Days, #1),174,10
The Fifth Season (The Broken Earth, #1),215,6
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,45,8
The Dispossessed (Hainish Cycle #6),48,8
adventures of wallanders,234,10
The Once and Future King (The Once and Future King, #1-4),158,10
The Foundation Trilogy (Foundation, #1-3),112,9
The Octunnumi Fosbit Files Prologue,39,7
Snow Crash,280,10
Written in Red (The Others, #1),180,10
The Ship Who Sang (Brainship, #1),1002,0
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),127,10
A Face Like Glass,71,9
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,12,9
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),126,10
The Hobbit or There and Back Again,161,10
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),32,7
The Hunger Games (The Hunger Games, #1),126,10
The Lord of the Rings (The Lord of the Rings, #1-3),331,6
Alice in Wonderland,277,9
Dune (Dune Chronicles, #1),39,8
The Final Empire (Mistborn, #1),140,10
The Lightning Thief (Percy Jackson and the Olympians, #1),137,10
1993,278,8
A Clash of Kings  (A Song of Ice and Fire, #2),278,6
The Golden Compass (His Dark Materials, #1),235,10
The Handmaid's Tale,368,9
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),134,10
The Little Prince,39,6
The Chronicles of Narnia (Chronicles of Narnia, #1-7),300,9
Archibald Finch and the Lost Witches (Book 1, illustrated),121,7
The Giver (The Giver, #1),14,8
The Way of Kings (The Stormlight Archive, #1),71,6
The Wonderful Wizard of Oz (Oz, #1),99,10
Ready Player One,231,10
Fahrenheit 460,300,8
Neverwhere (London Below, #1),193,10
Alice's Adventures in Wonderland & Through the Looking-Glass,142,8
A Wrinkle in Time (Time Quintet, #1),32,8
The Name of the Wind (The Kingkiller Chronicle, #1),123,9
Divergent (Divergent, #1),148,5
Harry Potter and the Order of the Phoenix (Harry Potter, #5),336,10
City of Bones (The Mortal Instruments, #1),142,9
Ender's Game (Ender's Saga, #1),176,10
Six of Crows (Six of Crows, #1),138,5
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),243,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),133,9
Gulliver's Travels,118,10
American Gods (American Gods #1),210,5
The Gunslinger (The Dark Tower, #1),168,9
The Colour of Magic (Discworld, #1),133,10
A Darker Shade of Magic (Shades of Magic, #1),10,6
The Night Circus,234,8
Cinder (The Lunar Chronicles, #1),39,8
Lord of the Flies,1001,1
Watership Down (Watership Down, #1),277,8
Brave New World,283,8
A Game of Villains (World of Karik, #1),177,8
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),127,10
Graceling (Graceling Realm, #1),231,10
Howl's Moving Castle (Howl's Moving Castle, #1),126,8
Inkheart (Inkworld, #1),31,10
The Phantom Tollbooth,14,9
The Neverending Story,71,6
The BFG,137,10
Twilight (Twilight, #1),283,9
The Left Hand of Darkness (Hainish Cycle #4),234,8
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),183,7
A Wizard of Earthsea (Earthsea Cycle, #1),273,2
Eragon (The Inheritance Cycle, #1),12,10
The Lies of Locke Lamora (Gentleman Bastard, #1),147,8
Stardust,163,10
Sabriel,174,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),161,7
Harry Potter and the Chamber of Secrets (Harry Potter, #2),158,10
Redwall (Redwall, #1),161,5
Jonathan Strange & Mr Norrell,258,9
Dragonflight (Dragonriders of Pern, #1),300,10
The Maze Runner (The Maze Runner, #1),48,9
City of Ashes (The Mortal Instruments, #2),148,10
Magician: Apprentice (The Riftwar Saga, #1),71,10
Dark Lover (Black Dagger Brotherhood, #1),125,8
Alanna: The First Adventure (Song of the Lioness, #1),377,9
A Canticle for Leibowitz (St. Leibowitz, #1),330,8
Old Man's War (Old Man's War, #1),271,10
The Princess Bride,1001,1
Neuromancer (Sprawl, #1),213,9
Nine Princes in Amber (The Chronicles of Amber #1),174,8
Magic Bites (Kate Daniels, #1),171,7
Kushiel's Dart (Phèdre's Trilogy, #1),24,10
The High King (The Chronicles of Prydain #5),118,10
Pyramids (Discworld, #7),161,10
Ship of Magic (Liveship Traders, #1),1000,1
City of Lost Souls (The Mortal Instruments, #5),201,8
Lover Awakened (Black Dagger Brotherhood, #3),165,7
The Host (The Host, #1),161,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),210,6
Rendezvous with Rama (Rama, #1),38,7
Leviathan Wakes (The Expanse, #1),134,10
Throne of Glass (Throne of Glass, #1),46,10
Angelfall (Penryn & the End of Days, #1),32,4
The Fifth Season (The Broken Earth, #1),220,8
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,71,10
The Dispossessed (Hainish Cycle #6),234,10
adventures of wallanders,138,9
The Once and Future King (The Once and Future King, #1-4),48,8
The Foundation Trilogy (Foundation, #1-3),142,9
The Octunnumi Fosbit Files Prologue,112,8
Snow Crash,32,10
Written in Red (The Others, #1),318,10
The Ship Who Sang (Brainship, #1),336,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),176,7
A Face Like Glass,141,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,174,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),189,9
The Hobbit or There and Back Again,302,6
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),198,10
The Hunger Games (The Hunger Games, #1),251,5
The Lord of the Rings (The Lord of the Rings, #1-3),174,9
Alice in Wonderland,14,9
Dune (Dune Chronicles, #1),285,7
The Final Empire (Mistborn, #1),272,5
The Lightning Thief (Percy Jackson and the Olympians, #1),319,8
1994,138,6
A Clash of Kings  (A Song of Ice and Fire, #2),412,10
The Golden Compass (His Dark Materials, #1),134,9
The Handmaid's Tale,106,9
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),220,10
The Little Prince,271,10
